,date,latitude,longitude,depth,magnitude,magnitude type,place
49317,2008-05-03T18:23:06+0000,75.25,-62.1665,18.0,5.1,ML,Western Greenland.
49318,2008-05-03T20:11:33+0000,79.0042,-115.978,18.0,4.9,ML,Queen Elizabeth Slope.
49323,2008-05-04T07:20:06+0000,61.4567,-138.9499,5.0,4.1,Mw,109 km WNW of Haines Jct.
49402,2008-05-11T04:03:01+0000,59.5297,-145.4789,10.0,4.6,ML,183 km SSE of Valdez
49411,2008-05-11T17:03:31+0000,58.567,-137.1406,1.0,4.0,ML,125 km WSW of Haines
49467,2008-05-16T21:52:54+0000,50.4168,-130.1981,10.0,4.0,Mw,199 km W   of Pt. Hardy
49474,2008-05-17T07:52:22+0000,60.3261,-58.7444,18.0,4.0,ML,LABRADOR SEA SEISMIC ZONE.
49477,2008-05-17T09:20:03+0000,66.5254,-141.8404,15.0,4.5,Mw,296 km NW  of Dawson
49506,2008-05-19T19:59:10+0000,59.1704,-54.4793,18.0,4.0,ML,Davis Strait.
49644,2008-05-30T12:38:29+0000,50.4576,-130.4105,10.0,4.8,Mw,213 km W   of Pt. Hardy
49670,2008-06-01T14:24:12+0000,48.6827,-128.9442,10.0,4.8,Mw,227 km W   of Tofino
49850,2008-06-16T13:28:47+0000,71.5371,-53.9557,18.0,4.5,ML,Western Greenland.
49885,2008-06-18T16:30:44+0000,48.8834,-129.3305,10.0,4.4,Mw,244 km SW  of Pt. Hardy
50012,2008-06-30T18:05:13+0000,58.7696,-137.5422,1.0,4.2,ML,125 km ESE of Yakutat
50015,2008-06-30T18:26:24+0000,58.7115,-137.4295,1.0,4.1,ML,133 km W   of Haines
50024,2008-07-01T02:48:42+0000,58.7266,-137.4467,1.0,4.3,ML,132 km ESE of Yakutat
50078,2008-07-05T01:11:23+0000,74.6928,-59.1438,18.0,4.5,ML,Western Greenland.
50156,2008-07-11T21:11:30+0000,69.4312,-53.6622,18.0,4.0,ML,Greenland west coast.
50171,2008-07-13T14:25:39+0000,51.6588,-131.0532,10.0,4.0,Mw,184 km SSE of Sandspit
50182,2008-07-14T15:55:57+0000,63.5242,-123.7829,10.0,4.2,Mw,234 km NW  of Fort Simpson
50407,2008-08-03T09:44:27+0000,58.7231,-137.385,1.0,4.5,Mw,131 km W   of Haines
50454,2008-08-05T09:58:48+0000,58.7629,-137.4618,1.0,4.2,ML,130 km ESE of Yakutat
50495,2008-08-08T15:41:31+0000,51.5371,-131.7047,10.0,4.2,ML,190 km S   of Sandspit
50623,2008-08-18T22:00:02+0000,79.1629,-92.2802,18.0,4.3,ML,171 km SW from Eureka
50696,2008-08-25T22:24:51+0000,48.706,-129.0275,10.0,5.0,Mw,232 km W   of Tofino
50717,2008-08-27T04:25:22+0000,49.7652,-130.3035,10.0,4.2,Mw,230 km WSW of Pt. Hardy
50722,2008-08-27T07:31:40+0000,49.751,-130.3082,10.0,4.0,Mw,231 km WSW of Pt. Hardy
50756,2008-08-27T17:41:47+0000,49.9466,-130.166,10.0,4.4,Mw,212 km WSW of Pt. Hardy
50758,2008-08-27T18:10:04+0000,49.9044,-130.0257,10.0,4.5,Mw,205 km WSW of Pt. Hardy
50759,2008-08-27T18:47:05+0000,49.9853,-130.1664,10.0,4.1,Mw,210 km WSW of Pt. Hardy
50761,2008-08-27T19:45:04+0000,49.9053,-130.0094,10.0,4.7,Mw,204 km WSW of Pt. Hardy
50763,2008-08-27T19:59:18+0000,49.9451,-130.1881,10.0,4.5,Mw,214 km WSW of Pt. Hardy
50766,2008-08-27T20:17:33+0000,50.0721,-130.1577,10.0,5.3,Mw,206 km WSW of Pt. Hardy
50773,2008-08-27T21:22:27+0000,49.8647,-129.9878,10.0,4.1,Mw,205 km WSW of Pt. Hardy
50776,2008-08-27T21:52:29+0000,49.8329,-130.1261,10.0,4.8,Mw,215 km WSW of Pt. Hardy
50778,2008-08-27T22:12:30+0000,49.7778,-130.1407,10.0,5.1,Mw,219 km WSW of Pt. Hardy
50780,2008-08-27T22:22:47+0000,50.1102,-130.2601,10.0,4.0,Mw,212 km WSW of Pt. Hardy
50782,2008-08-27T22:45:28+0000,49.8486,-130.0621,10.0,4.6,Mw,210 km WSW of Pt. Hardy
50783,2008-08-27T23:40:02+0000,49.9083,-130.0555,10.0,4.6,Mw,207 km WSW of Pt. Hardy
50786,2008-08-27T23:47:44+0000,49.9257,-130.1136,10.0,4.0,Mw,210 km WSW of Pt. Hardy
50790,2008-08-28T00:22:31+0000,49.8721,-129.9646,10.0,4.5,Mw,203 km WSW of Pt. Hardy
50791,2008-08-28T00:25:01+0000,50.0064,-130.0478,10.0,4.2,Mw,202 km WSW of Pt. Hardy
50796,2008-08-28T01:15:12+0000,49.9376,-129.959,10.0,5.0,Mw,199 km WSW of Pt. Hardy
50797,2008-08-28T01:58:31+0000,49.9099,-129.7921,10.0,5.0,Mw,190 km WSW of Pt. Hardy
50799,2008-08-28T03:15:42+0000,50.0054,-130.0395,10.0,4.7,Mw,201 km WSW of Pt. Hardy
50802,2008-08-28T06:42:17+0000,49.9302,-130.0014,10.0,4.4,Mw,202 km WSW of Pt. Hardy
50803,2008-08-28T07:28:48+0000,49.9444,-129.8892,10.0,4.5,Mw,194 km WSW of Pt. Hardy
50804,2008-08-28T09:20:27+0000,49.896,-129.8971,10.0,4.9,Mw,197 km WSW of Pt. Hardy
50806,2008-08-28T12:37:30+0000,49.9752,-130.0089,10.0,5.9,Mw,201 km WSW of Pt. Hardy
50859,2008-09-01T01:19:08+0000,49.9346,-130.1099,10.0,4.2,Mw,209 km WSW of Pt. Hardy
50860,2008-09-01T01:20:03+0000,49.9988,-129.9867,10.0,4.0,Mw,198 km WSW of Pt. Hardy
50920,2008-09-06T01:10:16+0000,49.5848,-130.3669,10.0,5.4,Mw,244 km WSW of Pt. Hardy
50928,2008-09-06T11:25:57+0000,49.711,-130.079,10.0,4.9,Mw,219 km WSW of Pt. Hardy
50937,2008-09-06T20:28:19+0000,59.1649,-55.1287,18.0,4.3,ML,LABRADOR SEA SEISMIC ZONE.
50978,2008-09-11T21:17:26+0000,47.5144,-128.8628,10.0,4.2,Mw,284 km WSW of Tofino
50980,2008-09-11T23:13:28+0000,47.4108,-128.93,10.0,4.5,Mw,295 km WSW of Tofino
50981,2008-09-11T23:26:19+0000,47.24,-129.1403,10.0,4.7,Mw,319 km WSW of Tofino
50982,2008-09-11T23:50:46+0000,47.3816,-128.9009,10.0,4.1,Mw,296 km WSW of Tofino
51007,2008-09-12T13:17:17+0000,47.3697,-128.9291,10.0,4.0,Mw,298 km WSW of Tofino
51038,2008-09-14T06:33:48+0000,47.7013,-128.4437,10.0,4.2,Mw,246 km WSW of Tofino
51060,2008-09-16T09:41:54+0000,47.4636,-128.8702,10.0,4.1,Mw,288 km WSW of Tofino
51079,2008-09-17T11:40:40+0000,64.6671,-78.8398,18.0,4.3,MN,121 km NW from Cape Dorset
51110,2008-09-20T05:16:10+0000,63.5883,-129.0295,10.0,5.2,Mw,222 km SW  of Norman Wells
51111,2008-09-20T05:31:10+0000,63.5098,-129.0726,15.0,4.0,ML,230 km SW  of Norman Wells
51210,2008-09-29T02:16:48+0000,63.5103,-129.0082,10.0,4.1,ML,229 km SW  of Norman Wells
51284,2008-10-05T05:23:07+0000,48.7847,-128.1582,10.0,4.2,Mw,168 km W   of Tofino
51311,2008-10-07T10:00:46+0000,79.5426,-115.4,18.0,5.7,Mw,Arctic Ocean.
51314,2008-10-07T12:13:13+0000,79.6514,-115.5601,18.0,4.9,mb,Arctic Ocean. Aftershock.
51317,2008-10-07T19:49:06+0000,79.5348,-114.8885,18.0,5.2,mb,Arctic Ocean. Aftershock.
51319,2008-10-08T03:20:24+0000,79.5217,-115.0001,18.0,4.9,mb,Arctic Ocean. Aftershock.
51321,2008-10-08T07:57:34+0000,79.4744,-115.12,18.0,5.3,Mw,Arctic Ocean. Aftershock.
51322,2008-10-08T09:53:04+0000,60.6739,-143.368,10.0,5.1,Mw,168 km E   of Valdez
51351,2008-10-11T03:21:01+0000,65.4466,-134.2584,5.0,4.3,Mw,222 km S   of Fort McPherson
51352,2008-10-11T11:00:52+0000,65.3879,-134.181,1.0,4.0,ML,228 km S   of Fort McPherson
51388,2008-10-15T08:36:36+0000,67.9845,-54.989,18.0,4.2,ML,West coast of Greenland.
51475,2008-10-24T21:39:15+0000,49.6345,-130.1959,10.0,4.4,Mw,230 km WSW of Pt. Hardy
51686,2008-11-15T10:52:54+0000,47.7394,-69.735,13.3,4.2,MN,17 km SW from Riviere-du-Loup
51702,2008-11-17T12:55:22+0000,79.4108,-114.96,18.0,5.7,Mw,Arctic Ocean.
51703,2008-11-17T13:16:50+0000,79.3686,-115.0402,18.0,5.5,mb,Arctic Ocean. Aftershock.
51704,2008-11-17T13:40:11+0000,79.3931,-115.0402,18.0,5.6,mb,Arctic Ocean.
51714,2008-11-17T14:50:08+0000,79.3933,-114.52,18.0,5.1,mb,Arctic Ocean. Aftershock.
51716,2008-11-17T15:38:26+0000,79.3812,-114.4802,18.0,4.4,mb,Arctic Ocean. Aftershock.
51717,2008-11-17T15:48:43+0000,79.4479,-115.2801,18.0,4.7,mb,Arctic Ocean. Aftershock.
51720,2008-11-17T17:17:05+0000,79.3296,-115.0402,18.0,5.2,ML,Arctic Ocean. Aftershock.
51729,2008-11-18T00:15:29+0000,50.2334,-49.6993,18.0,4.2,ML,Offshore Newfoundland.
51735,2008-11-18T03:59:48+0000,79.4216,-114.7602,18.0,5.4,Mw,Arctic Ocean.
51736,2008-11-18T04:10:34+0000,79.4802,-115.4802,18.0,5.6,mb,Arctic Ocean. Aftershock.
51737,2008-11-18T04:52:49+0000,79.5253,-115.68,18.0,5.5,mb,Arctic Ocean. Aftershock.
51738,2008-11-18T05:14:08+0000,79.418,-115.0803,18.0,4.0,ML,Arctic Ocean. Aftershock.
51740,2008-11-18T05:37:26+0000,79.5065,-115.2801,18.0,5.3,mb,Arctic Ocean. Aftershock.
51742,2008-11-18T07:05:11+0000,79.5215,-115.4,18.0,5.3,mb,Arctic Ocean. Aftershock.
51749,2008-11-18T08:40:08+0000,79.4632,-114.9202,18.0,4.0,ML,Arctic Ocean. Aftershock.
51771,2008-11-19T05:19:50+0000,79.4857,-115.4,18.0,5.1,mb,Arctic Ocean. Aftershock.
51775,2008-11-19T09:56:30+0000,79.4434,-115.4,18.0,4.8,mb,Arctic Ocean. Aftershock.
51777,2008-11-19T12:21:40+0000,52.2947,-131.7381,20.0,4.0,ML,106 km S   of Sandspit
51783,2008-11-19T21:40:23+0000,79.4303,-115.1601,18.0,5.2,mb,Arctic Ocean. Aftershock.
51794,2008-11-20T11:34:08+0000,69.1619,-144.7777,10.0,4.7,Mw,183 km ESE of Prudhoe Bay
51874,2008-11-29T01:13:18+0000,47.3632,-128.8896,10.0,4.1,Mw,296 km WSW of Tofino
51901,2008-12-01T04:29:12+0000,52.1827,-132.0889,20.0,4.2,ML,120 km SSW of Sandspit
51923,2008-12-03T02:47:28+0000,60.8289,-138.0191,1.0,4.2,Mw,27 km W   of Haines Jct.
52036,2008-12-14T03:20:13+0000,79.4401,-115.4401,18.0,4.9,mb,Arctic Ocean
52159,2008-12-25T08:11:53+0000,48.8362,-129.0654,10.0,5.8,Mw,232 km W   of Tofino
52160,2008-12-25T08:16:45+0000,48.919,-128.8914,10.0,4.4,Mw,218 km W   of Tofino
52161,2008-12-25T08:18:38+0000,48.8486,-128.9349,10.0,4.6,Mw,222 km W   of Tofino
52164,2008-12-25T08:41:55+0000,48.889,-128.9728,10.0,4.2,Mw,224 km W   of Tofino
52165,2008-12-25T08:42:36+0000,48.8878,-128.917,10.0,4.6,Mw,220 km W   of Tofino
52211,2008-12-26T16:38:48+0000,68.1195,-59.0626,18.0,5.1,mb,Davis Strait.
52374,2009-01-13T18:19:46+0000,48.8544,-129.1496,10.0,4.6,Mw,238 km W   of Tofino
52414,2009-01-17T08:21:07+0000,52.2571,-132.5082,20.0,4.0,ML,119 km SW  of Sandspit
52555,2009-01-30T13:25:03+0000,47.8026,-122.6713,70.9,4.6,Mw,34 km WNW of Seattle
52845,2009-02-24T16:20:22+0000,62.9198,-143.6838,5.0,4.0,Mw,243 km NE  of Valdez
52894,2009-03-01T10:13:03+0000,66.6289,-135.7401,15.0,4.0,Mw,106 km WSW of Fort McPherson
53052,2009-03-13T21:18:15+0000,56.6196,-58.7065,18.0,4.0,ML,LABRADOR SEA SEISMIC ZONE.
53146,2009-03-21T19:17:53+0000,62.0551,-79.6602,4.0,4.4,MN,99 km SW from Ivujivik
53307,2009-03-27T02:58:38+0000,61.0118,-138.4142,1.0,4.9,Mw,56 km WNW of Haines Jct.
53332,2009-03-28T14:11:23+0000,61.0325,-138.2178,5.0,4.1,Mw,48 km WNW of Haines Jct.
53578,2009-04-10T17:14:16+0000,51.3871,-131.0273,10.0,4.0,Mw,214 km SSE of Sandspit
53597,2009-04-12T01:37:40+0000,61.9158,-142.8586,5.0,4.1,Mw,204 km ENE of Valdez
53631,2009-04-15T06:54:51+0000,80.4345,-107.8801,18.0,5.0,mb,Offshore Queen Elizabeth Island region
53646,2009-04-16T05:06:05+0000,58.8646,-137.3678,5.0,4.5,Mw,125 km W   of Haines
53838,2009-05-03T02:50:14+0000,50.4492,-130.3826,10.0,4.2,Mw,211 km W   of Pt. Hardy
54131,2009-05-28T13:57:32+0000,66.3044,-135.1148,20.0,4.3,ML,130 km SSW of Fort McPherson
54259,2009-06-07T23:24:36+0000,58.8137,-136.562,15.0,4.9,Mw,83 km WSW of Haines
54555,2009-07-01T20:24:25+0000,66.2384,-53.1662,18.0,4.4,ML,Western Greenland coast.
54574,2009-07-03T03:06:41+0000,53.7965,-131.3996,7.4,4.0,ML,54 km ESE of Masset
54633,2009-07-07T19:11:45+0000,75.1899,-73.4,18.0,5.9,Mw,237 km SE from Craig Harbour
54791,2009-07-21T14:20:56+0000,49.7254,-65.7061,13.8,4.2,MN,LOWER ST. LAWRENCE SEISMIC ZONE
54794,2009-07-21T19:08:08+0000,70.5941,-68.1249,18.0,4.2,Mw,15 km NE from Clyde River
54878,2009-07-30T06:51:19+0000,61.6356,-149.0568,10.0,4.2,ML,64 km ENE of Anchorage
54897,2009-07-31T17:46:50+0000,61.0476,-125.5003,1.0,4.3,Mw,208 km ENE of Watson Lk.
54982,2009-08-06T22:39:37+0000,50.5155,-130.3746,10.0,4.2,Mw,209 km W   of Pt. Hardy
55236,2009-08-27T17:55:18+0000,51.4351,-131.1459,10.0,4.1,Mw,207 km SSE of Sandspit
55265,2009-08-30T07:26:07+0000,70.3937,-95.8707,12.0,4.3,Mw,132 km NW from Taloyoak
55517,2009-09-25T22:24:29+0000,66.7371,-130.8818,1.0,4.2,Mw,172 km E   of Fort McPherson
55518,2009-09-25T23:01:33+0000,66.6412,-130.9129,1.0,4.2,Mw,176 km ESE of Fort McPherson
55715,2009-10-12T11:10:03+0000,50.469,-130.2016,10.0,4.4,Mw,198 km W   of Pt. Hardy
55739,2009-10-15T10:37:52+0000,49.3641,-127.6214,10.0,4.0,Mw,115 km WSW of Gold R.
55749,2009-10-16T07:34:50+0000,47.5433,-129.1274,10.0,4.0,Mw,297 km WSW of Tofino
55892,2009-10-31T17:26:28+0000,50.0732,-130.2678,10.0,4.1,Mw,214 km WSW of Pt. Hardy
55944,2009-11-06T10:19:52+0000,57.453,-140.5062,10.0,4.3,Mw,212 km SSW of Yakutat
55951,2009-11-07T14:07:46+0000,66.8552,-135.3906,1.0,4.2,ML,77 km WSW of Fort McPherson
55960,2009-11-08T10:03:12+0000,57.8281,-138.3757,1.0,4.7,ML,175 km SE  of Yakutat
55966,2009-11-08T20:54:44+0000,54.8405,-132.5483,20.0,4.2,ML,95 km NNW of Masset
56048,2009-11-17T03:11:43+0000,73.7532,-73.1239,18.0,4.4,ML,BAFFIN BAY SEISMIC ZONE.
56055,2009-11-17T15:30:41+0000,51.8246,-131.7762,20.0,6.5,Mw,158 km S   of Sandspit
56056,2009-11-17T15:37:39+0000,51.887,-131.7831,20.0,5.9,Mw,151 km S   of Sandspit
56058,2009-11-17T16:26:21+0000,51.8181,-131.6409,20.0,4.6,ML,159 km S   of Sandspit
56061,2009-11-17T19:04:11+0000,51.8666,-131.7434,20.0,4.7,Mw,154 km S   of Sandspit
56092,2009-11-18T03:16:34+0000,51.8112,-131.6827,20.0,4.6,Mw,160 km S   of Sandspit
56093,2009-11-18T08:06:02+0000,51.7911,-132.0433,20.0,4.1,ML,163 km S   of Sandspit
56142,2009-11-21T02:08:14+0000,79.8581,-111.4,18.0,4.9,ML,Arctic Ocean.
56372,2009-12-03T06:43:24+0000,72.434,-71.6258,18.0,4.5,MN,215 km E from Pond Inlet
56411,2009-12-05T09:14:52+0000,67.0283,-142.7341,10.0,4.5,Mw,332 km ENE of Fairbanks
56628,2009-12-16T14:49:54+0000,52.0038,-131.3201,20.0,4.3,Mw,142 km SSE of Sandspit
56695,2009-12-23T08:08:31+0000,50.5495,-130.3651,10.0,4.2,Mw,208 km W   of Pt. Hardy
56912,2010-01-08T17:01:01+0000,66.8547,-136.1019,10.0,4.2,Mw,97 km WSW of Fort McPherson
56968,2010-01-12T21:51:45+0000,48.6697,-128.8897,10.0,4.4,Mw,223 km W   of Tofino
57345,2010-02-09T10:46:38+0000,62.7429,-60.3846,18.0,4.1,ML,LABRADOR SEA SEISMIC ZONE.
57349,2010-02-09T15:46:47+0000,68.1791,-54.0682,18.0,4.3,ML,Western Greenland.
57404,2010-02-15T00:11:45+0000,50.5712,-130.3699,10.0,4.0,Mw,208 km W   of Pt. Hardy
57408,2010-02-15T17:29:12+0000,58.8712,-137.598,1.0,4.5,Mw,117 km ESE of Yakutat
57443,2010-02-19T07:18:07+0000,66.319,-141.1385,1.0,4.3,Mw,263 km NW  of Dawson
57552,2010-02-25T14:01:25+0000,62.066,-140.8618,30.0,4.0,Mw,230 km WNW of Haines Jct.
57635,2010-03-04T22:29:14+0000,51.1306,-130.6627,10.0,4.4,Mw,209 km WSW of Bella Bella
57909,2010-03-28T14:26:49+0000,51.2238,-130.9027,10.0,4.5,Mw,218 km WSW of Bella Bella
57928,2010-03-29T11:38:07+0000,51.2593,-130.8317,10.0,4.7,Mw,211 km WSW of Bella Bella
58019,2010-04-08T07:14:14+0000,70.8311,-132.6028,35.0,4.4,Mw,283 km NNE of Inuvik
58080,2010-04-13T22:02:07+0000,76.993,-120.84,18.0,4.1,ML,94 km NW from Mould Bay
58125,2010-04-15T16:35:09+0000,71.6366,-66.8674,10.0,4.7,Mw,BAFFIN BAY SEISMIC ZONE.
58314,2010-04-28T18:01:32+0000,71.9177,-65.9882,5.0,4.4,Mw,BAFFIN BAY SEISMIC ZONE.
58414,2010-05-06T15:34:48+0000,74.5569,-93.1212,2.0,4.0,Mw,45 km SE from Resolute
58418,2010-05-06T23:12:29+0000,48.0359,-128.188,10.0,4.5,Mw,208 km WSW of Tofino
58685,2010-05-25T21:18:45+0000,63.4917,-127.0494,5.0,4.2,ML,204 km S   of Norman Wells
58946,2010-06-16T03:33:55+0000,58.1411,-139.3832,10.0,5.1,Mw,128 km S   of Yakutat
59053,2010-06-23T17:41:41+0000,45.8804,-75.4795,22.1,5.0,Mw,10 km SE from Val-des-Bois
59459,2010-07-02T07:57:59+0000,52.604,-132.1115,28.7,4.0,ML,74 km SSW of Sandspit
59474,2010-07-03T04:22:29+0000,59.3609,-136.5182,1.0,4.2,ML,78 km W   of Haines
59479,2010-07-03T13:14:44+0000,50.4222,-130.3595,10.0,4.4,Mw,210 km W   of Pt. Hardy
59623,2010-07-11T13:22:39+0000,66.807,-135.6334,20.0,4.1,ML,87 km WSW of Fort McPherson
59661,2010-07-14T20:31:43+0000,73.1123,-48.9007,18.0,4.0,MN,western Greenland
59724,2010-07-19T17:15:04+0000,49.4602,-130.0479,10.0,5.4,Mw,233 km WSW of Pt. Hardy
59807,2010-07-23T17:24:22+0000,46.5842,-71.6653,23.5,4.1,MN,19 km SE from Donnacona
59842,2010-07-26T08:43:21+0000,49.9524,-130.2198,10.0,4.6,Mw,215 km WSW of Pt. Hardy
59862,2010-07-27T15:07:28+0000,76.355,-59.455,18.0,4.3,ML,western Greenland
60042,2010-08-07T21:46:17+0000,65.0129,-133.8901,5.0,4.5,Mw,271 km SSE of Fort McPherson
60184,2010-08-17T11:37:53+0000,50.5676,-130.4017,10.0,4.6,Mw,211 km W   of Pt. Hardy
60227,2010-08-20T20:52:49+0000,69.6672,-53.5795,18.0,4.0,ML,Western Greenland.
60635,2010-09-13T10:07:56+0000,62.6215,-125.2228,1.0,4.1,ML,226 km WNW of Fort Simpson
60952,2010-09-29T12:27:44+0000,56.6326,-122.2131,1.0,4.0,Mw,94 km WNW of Fort St. John
61015,2010-10-03T15:25:50+0000,49.1205,-129.6599,10.0,4.3,Mw,238 km SW  of Pt. Hardy
61026,2010-10-04T05:56:11+0000,49.1153,-129.6086,10.0,4.8,Mw,236 km SW  of Pt. Hardy
61037,2010-10-04T14:51:50+0000,49.098,-129.6633,10.0,5.0,Mw,240 km SW  of Pt. Hardy
61066,2010-10-05T20:38:58+0000,62.6157,-125.1803,1.0,4.1,ML,224 km WNW of Fort Simpson
61144,2010-10-08T19:30:01+0000,63.2383,-130.3687,10.0,4.1,ML,290 km WSW of Norman Wells
61177,2010-10-10T08:35:35+0000,50.5193,-130.3035,10.0,4.1,Mw,204 km W   of Pt. Hardy
61187,2010-10-11T01:21:05+0000,50.712,-130.4444,10.0,4.3,Mw,213 km W   of Pt. Hardy
61231,2010-10-14T12:59:27+0000,60.3478,-140.6286,1.0,4.3,Mw,133 km NW  of Yakutat
61380,2010-10-24T08:52:32+0000,62.5548,-125.7019,10.0,4.3,ML,247 km W   of Fort Simpson
61759,2010-11-24T20:50:56+0000,76.0309,-59.16,18.0,4.1,ML,Western Greenland.
61844,2010-12-01T08:59:52+0000,67.0078,-135.5785,20.0,4.1,ML,69 km WSW of Fort McPherson
61899,2010-12-04T15:02:25+0000,65.5418,-95.4845,18.0,4.5,MN,137 km N from Baker Lake
61967,2010-12-09T01:15:49+0000,51.3931,-130.8465,10.0,4.0,Mw,206 km WSW of Bella Bella
61984,2010-12-10T05:42:34+0000,59.3317,-135.1628,1.4,4.7,Mw,24 km NNE of Haines
62016,2010-12-12T00:27:37+0000,65.2251,-134.9254,1.0,4.0,Mw,247 km SSW of Fort McPherson
62201,2010-12-30T01:49:20+0000,65.2178,-133.4421,5.0,4.0,Mw,251 km SSE of Fort McPherson
62271,2011-01-04T20:20:01+0000,50.399,-130.2553,10.0,4.2,Mw,203 km W   of Pt. Hardy
62307,2011-01-08T19:33:41+0000,59.3308,-135.1844,1.0,4.2,Mw,24 km NNE of Haines
62390,2011-01-19T21:45:51+0000,66.4713,-135.6764,20.0,4.0,ML,120 km SW  of Fort McPherson
62493,2011-01-29T07:58:28+0000,50.6237,-130.424,10.0,4.0,Mw,212 km W   of Pt. Hardy
62494,2011-01-29T07:58:28+0000,50.6237,-130.424,10.0,4.7,Mw,212 km W   of Pt. Hardy
62567,2011-02-03T07:52:17+0000,50.7476,-130.2979,10.0,4.6,Mw,203 km W   of Pt. Hardy
62833,2011-02-26T11:08:27+0000,61.604,-140.5289,1.0,4.1,Mw,186 km WNW of Haines Jct.
62855,2011-02-28T01:55:46+0000,51.917,-131.3772,20.0,4.1,Mw,151 km SSE of Sandspit
62889,2011-03-03T03:54:59+0000,50.2432,-130.2301,10.0,4.6,Mw,205 km W   of Pt. Hardy
63037,2011-03-16T17:36:55+0000,45.5813,-74.5534,12.8,4.3,MN,6 km SE from Hawkesbury
63051,2011-03-17T17:05:16+0000,58.3932,-137.7721,1.0,4.4,Mw,140 km ESE of Yakutat
63084,2011-03-20T04:20:35+0000,49.6648,-128.6209,10.0,4.6,Mw,143 km SW  of Pt. Hardy
63310,2011-04-05T19:42:38+0000,67.2373,-54.0682,18.0,4.3,MN,West coast of Greenland.
63453,2011-04-15T16:45:52+0000,42.7355,-56.0119,18.0,4.0,ML,Atlantic Ocean.
63543,2011-04-22T00:06:04+0000,63.8834,-131.3871,10.0,4.1,Mw,273 km WSW of Norman Wells
63795,2011-05-10T23:24:21+0000,60.2001,-57.2006,21.0,4.1,Mw,LABRADOR SEA SEISMIC ZONE.
63865,2011-05-16T05:59:52+0000,52.0416,-132.0511,20.0,4.6,Mw,135 km S   of Sandspit
64118,2011-06-03T19:27:55+0000,74.2282,-72.9595,10.0,4.3,Mw,BAFFIN BAY SEISMIC ZONE.
64122,2011-06-03T22:59:54+0000,52.5364,-132.2326,20.0,4.0,Mw,84 km SSW of Sandspit
64261,2011-06-12T16:25:49+0000,61.9259,-124.1121,1.0,4.1,Mw,151 km W   of Fort Simpson
64332,2011-06-17T02:22:19+0000,51.7373,-131.6183,20.0,4.9,Mw,168 km S   of Sandspit
64502,2011-07-02T21:53:03+0000,66.3091,-134.832,20.0,4.2,ML,127 km SSW of Fort McPherson
64526,2011-07-06T08:36:07+0000,60.823,-59.2145,18.0,4.1,ML,LABRADOR SEA SEISMIC ZONE.
64746,2011-07-25T13:11:47+0000,61.5722,-64.9168,18.0,4.2,MN,30 km N from Resolution Island
64807,2011-07-30T16:08:00+0000,62.0648,-124.1525,1.0,4.4,ML,155 km W   of Fort Simpson
64838,2011-08-03T06:08:39+0000,62.1033,-141.3248,5.0,4.3,Mw,238 km SW  of Dawson
64854,2011-08-03T22:31:59+0000,63.8738,-138.3992,10.0,4.1,ML,54 km E   of Dawson
65016,2011-08-15T11:04:11+0000,70.4606,-133.4705,35.0,4.7,ML,239 km N   of Inuvik
65070,2011-08-18T15:35:42+0000,51.4249,-131.0087,10.0,4.9,Mw,210 km SSE of Sandspit
65071,2011-08-18T15:50:45+0000,51.3385,-131.0823,10.0,4.0,Mw,218 km SSE of Sandspit
65073,2011-08-18T16:02:53+0000,51.4188,-131.0356,10.0,4.2,Mw,210 km SSE of Sandspit
65252,2011-09-06T01:50:17+0000,51.3898,-131.057,10.0,4.5,Mw,213 km SSE of Sandspit
65360,2011-09-09T19:41:30+0000,49.3469,-127.2155,35.5,6.3,Mw,88 km WSW of Gold R.
65361,2011-09-09T19:44:43+0000,49.3565,-127.2105,35.1,4.5,ML,88 km WSW of Gold R.
65419,2011-09-12T09:37:25+0000,50.5801,-130.3451,10.0,4.6,Mw,207 km W   of Pt. Hardy
65460,2011-09-15T02:06:47+0000,59.0531,-138.0066,5.0,4.5,Mw,88 km E   of Yakutat
65467,2011-09-15T11:02:09+0000,49.4214,-127.1942,35.2,4.1,Mw,84 km WSW of Gold R.
65522,2011-09-18T19:19:13+0000,45.5779,-75.2128,12.5,4.1,MN,4 km SE from Thurso
65553,2011-09-21T04:36:58+0000,48.9278,-129.3556,10.0,4.0,Mw,241 km SW  of Pt. Hardy
65554,2011-09-21T04:36:58+0000,48.9278,-129.3556,10.0,4.5,Mw,241 km SW  of Pt. Hardy
65615,2011-09-26T01:02:56+0000,63.4338,-126.2785,1.0,5.3,Mw,211 km SSE of Norman Wells
65679,2011-10-02T08:22:53+0000,51.2133,-64.1777,26.0,4.0,MN,102 km N from Mingan
65779,2011-10-10T05:39:23+0000,50.4945,-130.3602,10.0,4.4,Mw,209 km W   of Pt. Hardy
66057,2011-11-05T20:46:43+0000,56.6786,-135.8203,10.0,4.6,Mw,51 km SW  of Sitka
66192,2011-11-16T21:58:27+0000,59.8752,-57.2013,18.0,4.0,ML,LABRADOR SEA SEISMIC ZONE.
66204,2011-11-18T13:09:01+0000,48.4716,-119.6063,13.8,4.3,ML,114 km S   of Penticton
66260,2011-11-23T23:02:41+0000,50.4525,-130.1272,10.0,4.9,Mw,193 km W   of Pt. Hardy
66408,2011-12-08T17:53:34+0000,58.6972,-146.4273,10.0,4.0,ML,270 km S   of Valdez
